A,AUPPER,ALOWER,UA,AREF,AURL,AR,ARUPPER,ARLOWER,UAR,ARREF,ARURL,ASTROMETRY,B,BUPPER,BLOWER,UB,BREF,BURL,BIGOM,BIGOMUPPER,BIGOMLOWER,UBIGOM,BIGOMREF,BIGOMURL,BINARY,BINARYREF,BINARYURL,BMV,CHI2,COMP,DATE,DEC,DEC_STRING,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,DENSITYREF,DENSITYURL,DEPTH,DEPTHUPPER,DEPTHLOWER,UDEPTH,DEPTHREF,DEPTHURL,DIST,DISTUPPER,DISTLOWER,UDIST,DISTREF,DISTURL,DR,DRUPPER,DRLOWER,UDR,DRREF,DRURL,DVDT,DVDTUPPER,DVDTLOWER,UDVDT,DVDTREF,DVDTURL,EANAME,EAURL,ECC,ECCUPPER,ECCLOWER,UECC,ECCREF,ECCURL,EOD,ETDNAME,ETDURL,FE,FEUPPER,FELOWER,UFE,FEREF,FEURL,FIRSTREF,FIRSTURL,FREEZE_ECC,GAMMA,GAMMAUPPER,GAMMALOWER,UGAMMA,GAMMAREF,GAMMAURL,GL,GRAVITY,GRAVITYUPPER,GRAVITYLOWER,UGRAVITY,GRAVITYREF,GRAVITYURL,H,HD,HIPP,HR,I,IUPPER,ILOWER,UI,IREF,IURL,IMAGING,J,JSNAME,EPEURL,K,KUPPER,KLOWER,UK,KREF,KURL,KOI,KS,KP,LAMBDA,LAMBDAUPPER,LAMBDALOWER,ULAMBDA,LAMBDAREF,LAMBDAURL,LOGG,LOGGUPPER,LOGGLOWER,ULOGG,LOGGREF,LOGGURL,MASS,MASSUPPER,MASSLOWER,UMASS,MASSREF,MASSURL,MICROLENSING,MSINI,MSINIUPPER,MSINILOWER,UMSINI,MSINIREF,MSINIURL,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,MSTARREF,MSTARURL,MULT,NAME,NCOMP,NOBS,OM,OMUPPER,OMLOWER,UOM,OMREF,OMURL,ORBREF,ORBURL,OTHERNAME,PAR,PARUPPER,PARLOWER,UPAR,PER,PERUPPER,PERLOWER,UPER,PERREF,PERURL,PLANETDISCMETH,R,RUPPER,RLOWER,UR,RREF,RURL,RA,RA_STRING,RHK,RHOSTAR,RHOSTARUPPER,RHOSTARLOWER,URHOSTAR,RHOSTARREF,RHOSTARURL,RMS,RR,RRUPPER,RRLOWER,URR,RRREF,RRURL,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,RSTARREF,RSTARURL,SAO,SE,SEREF,SEURL,SEDEPTHJ,SEDEPTHJUPPER,SEDEPTHJLOWER,USEDEPTHJ,SEDEPTHJREF,SEDEPTHJURL,SEDEPTHH,SEDEPTHHUPPER,SEDEPTHHLOWER,USEDEPTHH,SEDEPTHHREF,SEDEPTHHURL,SEDEPTHKS,SEDEPTHKSUPPER,SEDEPTHKSLOWER,USEDEPTHKS,SEDEPTHKSREF,SEDEPTHKSURL,SEDEPTHKP,SEDEPTHKPUPPER,SEDEPTHKPLOWER,USEDEPTHKP,SEDEPTHKPREF,SEDEPTHKPURL,SEDEPTH36,SEDEPTH36UPPER,SEDEPTH36LOWER,USEDEPTH36,SEDEPTH36REF,SEDEPTH36URL,SEDEPTH45,SEDEPTH45UPPER,SEDEPTH45LOWER,USEDEPTH45,SEDEPTH45REF,SEDEPTH45URL,SEDEPTH58,SEDEPTH58UPPER,SEDEPTH58LOWER,USEDEPTH58,SEDEPTH58REF,SEDEPTH58URL,SEDEPTH80,SEDEPTH80UPPER,SEDEPTH80LOWER,USEDEPTH80,SEDEPTH80REF
0.287238,0.0047873,0.0047873,0.0047873,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,81.1334,4.87022,4.87022,4.87022,Calculated,,0,0.86,0.32,0.32,0.32,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,40.66341111,+40:39:48.28,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-239 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-239+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,13.215,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,13.703,Kepler-239,http://exoplanet.eu/star.php?st=Kepler-239,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,835.02,13.13,,,,,,,,4.583,0.15,0.15,0.15,,,0.019783,0.00426017,0.00426017,0.00426017,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-239 c,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-835,,,,,56.228098,0.00058,0.00058,0.00058,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.223927,0.0374699,0.0374699,0.0374699,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.61348056,+19:36:48.53,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.763,0.044,0.044,0.044,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.742283,0.0128874,0.0128874,0.0128874,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,145.779,5.57713,5.57713,5.57713,Calculated,,0,4.86,,,,,,,,,,,,0,,,0.623,1.08,c,2004,-12.12912222,-12:07:44.84,,,,,,,,,,,,,27.4725,0.359369,0.350207,0.354788,van Leeuwen 2007,http://adsabs.harvard.edu/abs/2007ASSL..350.....V,,,,,,,,,,,,,HD 82943 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+82943+c&type=PLANET+HOST,0.425,0.03,0.02,0.025,Tan 2013,http://adsabs.harvard.edu/abs/2013ApJ...777..101T,1,,,0.265406,0.03,0.03,0.03,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,0,8.11143,0.136883,0.136883,0.136883,Chubak 2012,http://arxiv.org/abs/1207.6212,,0,0,0,0,CALCULATED,,5.245,82943,47007,,,5.19,135.99,70.59,,,0,5.509,HD 82943,http://exoplanet.eu/star.php?st=HD+82943,54.4,3.4,2.5,2.95,Tan 2013,http://adsabs.harvard.edu/abs/2013ApJ...777..101T,,5.105,,,,,,,,4.42123,0.06,0.06,0.06,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,1.58936,0.103319,0.103319,0.103319,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,1.58936,0.103319,0.103319,0.103319,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.133,0.062,0.038,0.05,Takeda 2007,http://adsabs.harvard.edu/abs/2007ApJS..168..297T,1,HD 82943 c,2,155,133,6,5,5.5,Tan 2013,http://adsabs.harvard.edu/abs/2013ApJ...777..101T,Tan 2013,http://adsabs.harvard.edu/abs/2013ApJ...777..101T,,36.4,0.47,0.47,0.47,219.3,2.2,1,1.6,Tan 2013,http://adsabs.harvard.edu/abs/2013ApJ...777..101T,RV,,,,,,,9.580758333,+09:34:50.73,-4.91745,,,,,,,4.09,,,,,,,1.09738,0.0374108,0.0374108,0.0374108,Calculated,http://adsabs.harvard.edu/abs/2010A%26ARv..18...67T,155312,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.145668,0.0024278,0.0024278,0.0024278,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,57.4981,2.50714,2.50714,2.50714,Calculated,,0,0.81,0.21,0.21,0.21,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,41.86116944,+41:51:40.21,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-205 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-205+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,10.962,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,11.608,Kepler-205,http://exoplanet.eu/star.php?st=Kepler-205,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,663.02,10.833,,,,,,,,4.735,0.15,0.15,0.15,,,0.0121773,0.000131459,0.000131459,0.000131459,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-205 c,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-663,,,,,20.306546,3.80E-05,3.80E-05,3.80E-05,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.146311,0.0107057,0.0107057,0.0107057,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.01913889,+19:01:08.90,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.546,0.022,0.022,0.022,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0522529,0.000870882,0.000870882,0.000870882,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,12.4711,1.73881,1.73881,1.73881,Calculated,,0,0.26,0.22,0.22,0.22,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,b,2014,39.77066111,+39:46:14.38,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-319 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-319+b&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,12.315,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,12.631,Kepler-319,http://exoplanet.eu/star.php?st=Kepler-319,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1805.03,12.208,,,,,,,,4.487,0.15,0.15,0.15,,,0.0121124,0.00273623,0.00273623,0.00273623,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-319 b,3,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-1805,,,,,4.362705,9.00E-06,9.00E-06,9.00E-06,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.145419,0.0205192,0.0205192,0.0205192,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.25413056,+19:15:14.87,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.903,0.125,0.125,0.125,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.141525,0.00235874,0.00235874,0.00235874,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,31.8382,16.9244,16.9244,16.9244,Calculated,,0,0.54,0.34,0.34,0.34,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,43.72401944,+43:43:26.47,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-162 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-162+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,12.708,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,13.041,Kepler-162,http://exoplanet.eu/star.php?st=Kepler-162,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,459.01,12.658,,,,,,,,4.436,0.3,0.3,0.3,,,0.0273861,0.0180099,0.0180099,0.0180099,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-162 c,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-459,,,,,19.446355,4.50E-05,4.50E-05,4.50E-05,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.270319,0.145419,0.145419,0.145419,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.81858889,+19:49:06.92,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.958,0.509,0.509,0.509,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.153051,0.00255085,0.00255085,0.00255085,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,24.2895,0.590046,0.590046,0.590046,Calculated,,0,0.71,0.27,0.27,0.27,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,44.20851111,+44:12:30.64,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-126 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-126+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,9.407,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,9.616,Kepler-126,http://exoplanet.eu/star.php?st=Kepler-126,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,260.03,9.344,,,,,,,,4.247,0.036,0.036,0.036,,,0.0117926,0.0012546,0.0012546,0.0012546,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-126 c,3,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-260,,,,,21.869741,8.20E-05,8.20E-05,8.20E-05,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.140958,0.0115978,0.0115978,0.0115978,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.28981944,+19:17:23.35,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.358,0.024,0.024,0.024,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.248874,0.00414791,0.00414791,0.00414791,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,60.8126,17.3357,17.3357,17.3357,Calculated,,0,0.1,0.22,0.22,0.22,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,44.78286944,+44:46:58.33,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-384 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-384+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,12.082,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,12.419,Kepler-384,http://exoplanet.eu/star.php?st=Kepler-384,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2414.02,12.038,,,,,,,,4.475,0.15,0.15,0.15,,,0.00450004,0.00317949,0.00317949,0.00317949,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-384 c,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-2414,,,,,45.348269,0.000779,0.000779,0.000779,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.100812,0.0294406,0.0294406,0.0294406,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.06841111,+19:04:06.28,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.882,0.251,0.251,0.251,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
