A,AUPPER,ALOWER,UA,AREF,AURL,AR,ARUPPER,ARLOWER,UAR,ARREF,ARURL,ASTROMETRY,B,BUPPER,BLOWER,UB,BREF,BURL,BIGOM,BIGOMUPPER,BIGOMLOWER,UBIGOM,BIGOMREF,BIGOMURL,BINARY,BINARYREF,BINARYURL,BMV,CHI2,COMP,DATE,DEC,DEC_STRING,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,DENSITYREF,DENSITYURL,DEPTH,DEPTHUPPER,DEPTHLOWER,UDEPTH,DEPTHREF,DEPTHURL,DIST,DISTUPPER,DISTLOWER,UDIST,DISTREF,DISTURL,DR,DRUPPER,DRLOWER,UDR,DRREF,DRURL,DVDT,DVDTUPPER,DVDTLOWER,UDVDT,DVDTREF,DVDTURL,EANAME,EAURL,ECC,ECCUPPER,ECCLOWER,UECC,ECCREF,ECCURL,EOD,ETDNAME,ETDURL,FE,FEUPPER,FELOWER,UFE,FEREF,FEURL,FIRSTREF,FIRSTURL,FREEZE_ECC,GAMMA,GAMMAUPPER,GAMMALOWER,UGAMMA,GAMMAREF,GAMMAURL,GL,GRAVITY,GRAVITYUPPER,GRAVITYLOWER,UGRAVITY,GRAVITYREF,GRAVITYURL,H,HD,HIPP,HR,I,IUPPER,ILOWER,UI,IREF,IURL,IMAGING,J,JSNAME,EPEURL,K,KUPPER,KLOWER,UK,KREF,KURL,KOI,KS,KP,LAMBDA,LAMBDAUPPER,LAMBDALOWER,ULAMBDA,LAMBDAREF,LAMBDAURL,LOGG,LOGGUPPER,LOGGLOWER,ULOGG,LOGGREF,LOGGURL,MASS,MASSUPPER,MASSLOWER,UMASS,MASSREF,MASSURL,MICROLENSING,MSINI,MSINIUPPER,MSINILOWER,UMSINI,MSINIREF,MSINIURL,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,MSTARREF,MSTARURL,MULT,NAME,NCOMP,NOBS,OM,OMUPPER,OMLOWER,UOM,OMREF,OMURL,ORBREF,ORBURL,OTHERNAME,PAR,PARUPPER,PARLOWER,UPAR,PER,PERUPPER,PERLOWER,UPER,PERREF,PERURL,PLANETDISCMETH,R,RUPPER,RLOWER,UR,RREF,RURL,RA,RA_STRING,RHK,RHOSTAR,RHOSTARUPPER,RHOSTARLOWER,URHOSTAR,RHOSTARREF,RHOSTARURL,RMS,RR,RRUPPER,RRLOWER,URR,RRREF,RRURL,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,RSTARREF,RSTARURL,SAO,SE,SEREF,SEURL,SEDEPTHJ,SEDEPTHJUPPER,SEDEPTHJLOWER,USEDEPTHJ,SEDEPTHJREF,SEDEPTHJURL,SEDEPTHH,SEDEPTHHUPPER,SEDEPTHHLOWER,USEDEPTHH,SEDEPTHHREF,SEDEPTHHURL,SEDEPTHKS,SEDEPTHKSUPPER,SEDEPTHKSLOWER,USEDEPTHKS,SEDEPTHKSREF,SEDEPTHKSURL,SEDEPTHKP,SEDEPTHKPUPPER,SEDEPTHKPLOWER,USEDEPTHKP,SEDEPTHKPREF,SEDEPTHKPURL,SEDEPTH36,SEDEPTH36UPPER,SEDEPTH36LOWER,USEDEPTH36,SEDEPTH36REF,SEDEPTH36URL,SEDEPTH45,SEDEPTH45UPPER,SEDEPTH45LOWER,USEDEPTH45,SEDEPTH45REF,SEDEPTH45URL,SEDEPTH58,SEDEPTH58UPPER,SEDEPTH58LOWER,USEDEPTH58,SEDEPTH58REF,SEDEPTH58URL,SEDEPTH80,SEDEPTH80UPPER,SEDEPTH80LOWER,USEDEPTH80,SEDEPTH80REF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0617749,0.00102958,0.00102958,0.00102958,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,10.7108,0.242223,0.242223,0.242223,Calculated,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,0,0.45,0.17,0.17,0.17,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,,,,,,,0,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,0.65,1.051,b,2011,49.04025,+49:02:24.9,3.32,0.86,0.98,0.92,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,0.000289,0.0001564,0.0001564,0.0001564,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,135,10,10,10,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,,,,,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,,,,,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Kepler-68 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-68+b&type=PLANET+HOST,0,,,,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,1,,,0.12,0.074,0.074,0.074,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,1,-20.9,0.1,0.1,0.1,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,,3.04447,0.26636,0.26636,0.26636,Calculated,http://adsabs.harvard.edu/abs/2007MNRAS.379L..11S,8.7,,,,87.6,0.9,0.9,0.9,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,0,9,Kepler-68,http://exoplanet.eu/star.php?st=Kepler-68,2.07,0.59,0.59,0.59,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,246.01,8.6,10,,,,,,,4.281,0.06,0.06,0.06,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,0.026183,0.00694006,0.00757098,0.00725552,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,0,0.0187967,0.00539403,0.00539403,0.00539403,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.079,0.051,0.051,0.051,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,1,Kepler-68 b,3,52,90,,,,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,KOI-246,7.40741,0.592593,0.510855,0.551724,5.398763,4.00E-06,4.00E-06,4.00E-06,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Transit,0.205901,0.00534807,0.00802211,0.00668509,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,19.40215667,24:07.8,,0.7903,0.0054,0.0054,0.0054,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,,0.017,0.00046,0.00046,0.00046,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,1.243,0.019,0.019,0.019,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0889821,0.00148304,0.00148304,0.00148304,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,20.3796,9.79502,9.79502,9.79502,Calculated,,0,0.3,0.21,0.21,0.21,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,b,2014,40.43955,+40:26:22.38,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-308 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-308+b&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,14.15,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,14.61,Kepler-308,http://exoplanet.eu/star.php?st=Kepler-308,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1593.01,14.19,,,,,,,,4.508,0.3,0.3,0.3,,,0.0157841,0.0116903,0.0116903,0.0116903,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-308 b,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-1593,,,,,9.694928,9.00E-05,9.00E-05,9.00E-05,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.189134,0.0909983,0.0909983,0.0909983,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.71901111,+19:43:08.44,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.941,0.452,0.452,0.452,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0361391,0.000815169,0.000815169,0.000815169,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,3.54028,0.208966,0.208966,0.208966,Calculated,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,0,0.417,0.079,0.129,0.104,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,,,,,,,0,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,0.69,,b,2012,-22.11641667,-22:06:59.1,0.18,0.04,0.04,0.04,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,0.0065,0.0001,0.0001,0.0001,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,550,120,120,120,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,,,,,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,,,,,,,WASP-78 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=WASP-78+b&type=PLANET+HOST,0,,,,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,1,,,-0.35,0.14,0.14,0.14,Smalley 2012,,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,1,,,,,,,,2.86854,0.062308,0.062308,0.062308,Calculated,http://adsabs.harvard.edu/abs/2007MNRAS.379L..11S,11.084,,,,83.2,2.3,1.6,1.95,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,0,11.286,WASP-78,http://exoplanet.eu/star.php?st=WASP-78,113.8,9.1,9.1,9.1,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,,11.008,,,,,,,,4.1,0.2,0.2,0.2,Smalley 2012,,0.883997,0.0805911,0.0805911,0.0805911,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,0.877779,0.0805911,0.0805911,0.0805911,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.33,0.09,0.09,0.09,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,0,WASP-78 b,1,0,90,,,,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,,1.81818,0.507399,0.325645,0.416522,2.17517656,4.80E-06,4.80E-06,4.80E-06,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Transit,1.7,0.11,0.11,0.11,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,4.250418056,15:01.5,,0.164,0.003,0.003,0.003,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,,,,,,,,2.2,0.12,0.12,0.12,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.647542,0.0107924,0.0107924,0.0107924,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,63.6663,3.67112,3.67112,3.67112,Calculated,,0,0.81,0.06,0.06,0.06,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,46.06233056,+46:03:44.39,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-108 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-108+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,11.065,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,11.43,Kepler-108,http://exoplanet.eu/star.php?st=Kepler-108,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,119.02,10.983,,,,,,,,3.895,0.076,0.076,0.076,,,0.224011,0.0400087,0.0400087,0.0400087,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-108 c,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-119,,,,,190.323494,0.000988,0.000988,0.000988,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.729771,0.0454992,0.0454992,0.0454992,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.63728056,+19:38:14.21,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2.192,0.121,0.121,0.121,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.84117,0.0850328,0.0850328,0.0850328,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,408.439,18.4676,18.4676,18.4676,Calculated,,0,,,,,,,,,,,,,0,,,0.46,1.21,b,2009,-15.89496111,-15:53:41.86,,,,,,,,,,,,,68.7758,2.75497,2.55063,2.6528,van Leeuwen 2007,http://adsabs.harvard.edu/abs/2007ASSL..350.....V,,,,,,,,,,,,,HD 86264 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+86264+b&type=PLANET+HOST,0.7,0.2,0.2,0.2,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,1,,,0.256,0.04,0.04,0.04,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,0,,,,,,,,0,0,0,0,CALCULATED,,6.344,86264,48780,,,,,,,,0,6.504,HD 86264,http://exoplanet.eu/star.php?st=HD+86264,132,17,17,17,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,,6.224,,,,,,,,4.21,0.1,0.1,0.1,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,6.62738,2.02333,2.02333,2.02333,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,6.62738,2.02333,2.02333,2.02333,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.4,0.0420001,0.0399999,0.041,Takeda 2007,http://adsabs.harvard.edu/abs/2007ApJS..168..297T,0,HD 86264 b,1,37,306,10,10,10,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,,14.54,0.56,0.56,0.56,1475,55,55,55,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,RV,,,,,,,9.949402777,+09:56:57.85,-4.67,,,,,,,26.2,,,,,,,1.49917,0.0508098,0.0508098,0.0508098,Calculated,http://adsabs.harvard.edu/abs/2010A%26ARv..18...67T,155612,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.443078,0.00738464,0.00738464,0.00738464,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,92.8901,45.0259,45.0259,45.0259,Calculated,,0,0.32,0.23,0.23,0.23,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,44.16691111,+44:10:00.88,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-266 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-266+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,13.907,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,14.3,Kepler-266,http://exoplanet.eu/star.php?st=Kepler-266,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1070.02,13.811,,,,,,,,4.453,0.3,0.3,0.3,,,0.0481581,0.0333856,0.0333856,0.0333856,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-266 c,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-1070,,,,,107.723601,0.001643,0.001643,0.001643,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.347043,0.168615,0.168615,0.168615,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.63228889,+19:37:56.24,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.028,0.498,0.498,0.498,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
